,Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,valuation,funding,investors
122,Hinge Health,$6B,2021-01-06,Health,San Francisco,United States,North America,2015,$826M,"Atomico, Insight Partners, Coatue Management",6000000000,826000000,"['Atomico', ' Insight Partners', ' Coatue Management']"
123,Lyra Health,$6B,2020-08-25,Health,Burlingame,United States,North America,2015,$910M,"Greylock Partners, Venrock, Providence Ventures",6000000000,910000000,"['Greylock Partners', ' Venrock', ' Providence Ventures']"
124,Benchling,$6B,2021-04-14,Internet software & services,San Francisco,United States,North America,2012,$412M,"Thrive Capital, Benchmark, MenloVentures",6000000000,412000000,"['Thrive Capital', ' Benchmark', ' MenloVentures']"
125,Better.com,$6B,2020-11-10,Fintech,New York,United States,North America,2018,$405M,"Pine Brook, American Express Ventures, Kleiner Perkins Caufield & Byers",6000000000,405000000,"['Pine Brook', ' American Express Ventures', ' Kleiner Perkins Caufield & Byers']"
126,iCapital Network,$6B,2021-07-27,Fintech,New York,United States,North America,2013,$729M,"BlackRock, Blackstone, UBS",6000000000,729000000,"['BlackRock', ' Blackstone', ' UBS']"
127,Wiz,$6B,2021-03-17,Cybersecurity,Tel Aviv,Israel,Asia,2020,$600M,"Insight Partners, Sequoia Capital, Index Ventures",6000000000,600000000,"['Insight Partners', ' Sequoia Capital', ' Index Ventures']"
128,DailyHunt,$5B,2020-12-22,Internet software & services,Bengaluru,India,Asia,2007,$869M,"Falcon Edge Capital, Omidyar Network, Sequoia Capital India",5000000000,869000000,"['Falcon Edge Capital', ' Omidyar Network', ' Sequoia Capital India']"
129,Howden Group Holdings,$5B,2020-09-29,Other,London,United Kingdom,Europe,1994,$187M,"General Atlantic, 3i Group, Huagai Capital",5000000000,187000000,"['General Atlantic', ' 3i Group', ' Huagai Capital']"
130,Meesho,$5B,2021-04-05,Internet software & services,Bengaluru,India,Asia,2015,$1B,"Venture Highway, Sequoia Capital India, Prosus Ventures",5000000000,1000000000,"['Venture Highway', ' Sequoia Capital India', ' Prosus Ventures']"
131,Meizu Technology,$5B,2014-07-23,Hardware,Zhuhai,China,Asia,2003,$943M,"Telling Telecommunication Holding Co., Alibaba Group",5000000000,943000000,"['Telling Telecommunication Holding Co.', ' Alibaba Group']"
132,CloudWalk Technology,$5B,2018-10-08,Artificial Intelligence,Guangzhou,China,Asia,2015,$514M,"Oriza Holdings, Guangdong Technology Financial Group",5000000000,514000000,"['Oriza Holdings', ' Guangdong Technology Financial Group']"
133,Royole Corporation,$5B,2015-08-18,Hardware,Shenzhen,China,Asia,2012,$492M,"Warmsun Holding, IDG Capital Partners",5000000000,492000000,"['Warmsun Holding', ' IDG Capital Partners']"
134,Monzo,$5B,2018-10-31,Fintech,London,United Kingdom,Europe,2015,$1B,"Passion Capital, Thrive Capital, Orange Digital Ventures",5000000000,1000000000,"['Passion Capital', ' Thrive Capital', ' Orange Digital Ventures']"
135,Socure,$5B,2021-03-16,Cybersecurity,New York,United States,North America,2012,$644M,"Two Sigma Ventures, Flint Capital, Commerce Ventures",5000000000,644000000,"['Two Sigma Ventures', ' Flint Capital', ' Commerce Ventures']"
136,VIPKid,$5B,2016-08-04,Edtech,Beijing,China,Asia,2013,$1B,"Sequoia Capital China, Tencent Holdings, Sinovation Ventures",5000000000,1000000000,"['Sequoia Capital China', ' Tencent Holdings', ' Sinovation Ventures']"
137,Vinted,$5B,2019-11-27,E-commerce & direct-to-consumer,Vilnius,Lithuania,Europe,2008,$562M,"Accel, Insight Partners, Burda Principal Investments",5000000000,562000000,"['Accel', ' Insight Partners', ' Burda Principal Investments']"
138,Lendable,$5B,2021-03-31,Fintech,London,United Kingdom,Europe,2014,$286M,"Ontario Teachers' Pension Plan, Goldman Sachs",5000000000,286000000,"[""Ontario Teachers' Pension Plan"", ' Goldman Sachs']"
139,UBTECH Robotics,$5B,2016-07-25,Hardware,Shenzhen,China,Asia,2012,$943M,"CDH Investments, Goldstone Investments, Qiming Venture Partners",5000000000,943000000,"['CDH Investments', ' Goldstone Investments', ' Qiming Venture Partners']"
140,Anduril,$5B,2019-09-11,Artificial Intelligence,Irvine,United States,North America,2017,$691M,"Andreessen Horowitz, Founders Fund, Revolution Ventures",5000000000,691000000,"['Andreessen Horowitz', ' Founders Fund', ' Revolution Ventures']"
141,Checkr,$5B,2019-09-19,Internet software & services,San Francisco,United States,North America,2014,$559M,"Y Combinator, Accel, T. Rowe Price",5000000000,559000000,"['Y Combinator', ' Accel', ' T. Rowe Price']"
142,Color,$5B,2021-01-04,Health,Burlingame,United States,North America,2013,$497M,"General Catalyst, Viking Global Investors, T. Rowe Price",5000000000,497000000,"['General Catalyst', ' Viking Global Investors', ' T. Rowe Price']"
143,Dataiku,$5B,2019-12-04,Internet software & services,New York,United States,North America,2013,$647M,"Alven Capital, FirstMark Capital, capitalG",5000000000,647000000,"['Alven Capital', ' FirstMark Capital', ' capitalG']"
144,BetterUp,$5B,2021-02-25,Internet software & services,San Francisco,United States,North America,2013,$567M,"Threshold Ventures, Lightspeed Venture Partners, Crosslink Capital",5000000000,567000000,"['Threshold Ventures', ' Lightspeed Venture Partners', ' Crosslink Capital']"
145,Pleo,$5B,2021-07-06,Fintech,Copenhagen,Denmark,Europe,2015,$428M,"Creandum, Founders, Kinnevik",5000000000,428000000,"['Creandum', ' Founders', ' Kinnevik']"
146,Trade Republic,$5B,2021-05-20,Fintech,Berlin,Germany,Europe,2015,$996M,"Founders Fund, Accel, Creandum",5000000000,996000000,"['Founders Fund', ' Accel', ' Creandum']"
147,Chipone,$5B,2021-12-16,Hardware,Beijing,China,Asia,2008,$1B,"China Grand Prosperity Investment, Silk Road Huacheng, Oriza Equity Investment",5000000000,1000000000,"['China Grand Prosperity Investment', ' Silk Road Huacheng', ' Oriza Equity Investment']"
148,Collibra,$5B,2019-01-29,Data management & analytics,Brussels,Belgium,Europe,2008,$596M,"Index Ventures, Battery Ventures, ICONIQ Capital",5000000000,596000000,"['Index Ventures', ' Battery Ventures', ' ICONIQ Capital']"
149,Rappi,$5B,2018-08-31,"Supply chain, logistics, & delivery",Bogota,Colombia,South America,2015,$2B,"DST Global, Andreessen Horowitz, Sequoia Capital, Redpoint e.ventures",5000000000,2000000000,"['DST Global', ' Andreessen Horowitz', ' Sequoia Capital', ' Redpoint e.ventures']"
150,6Sense,$5B,2021-03-30,Artificial Intelligence,San Francisco,United States,North America,2013,$426M,"Venrock, Battery Ventures, Insight Partners",5000000000,426000000,"['Venrock', ' Battery Ventures', ' Insight Partners']"
151,Cerebral,$5B,2021-06-10,Health,San Francisco,United States,North America,2020,$462M,"Oak HC/FT Partners, Artis Ventures, WestCap Group",5000000000,462000000,"['Oak HC/FT Partners', ' Artis Ventures', ' WestCap Group']"
152,Creditas,$5B,2020-12-18,Fintech,Sao Paulo,Brazil,South America,2012,$824M,"Kaszek Ventures, Amadeus Capital Partners, Quona Capital",5000000000,824000000,"['Kaszek Ventures', ' Amadeus Capital Partners', ' Quona Capital']"
153,OneTrust,$5B,2019-07-11,Internet software & services,Atlanta,United States,North America,2016,$926M,Insight Partners,5000000000,926000000,['Insight Partners']
154,QuintoAndar,$5B,2019-09-09,E-commerce & direct-to-consumer,Campinas,Brazil,South America,2012,$755M,"Kaszek Ventures, General Atlantic, SoftBank Group",5000000000,755000000,"['Kaszek Ventures', ' General Atlantic', ' SoftBank Group']"
155,C6 Bank,$5B,2020-12-02,Fintech,Sao Paulo,Brazil,South America,2018,$2B,Credit Suisse,5000000000,2000000000,['Credit Suisse']
156,Cockroach Labs,$5B,2021-01-12,Data management & analytics,New York,United States,North America,2015,$633M,"Google Ventures, Benchmark, FirstMark Capital",5000000000,633000000,"['Google Ventures', ' Benchmark', ' FirstMark Capital']"
157,Hopper,$5B,2021-03-24,Travel,Montreal,Canada,North America,2007,$599M,"Capital One Growth Ventures, Citi Ventures, OMERS Ventures",5000000000,599000000,"['Capital One Growth Ventures', ' Citi Ventures', ' OMERS Ventures']"
158,Icertis,$5B,2019-07-17,Artificial Intelligence,Bellevue,United States,North America,2009,$371M,"Eight Roads Ventures, Greycroft, Ignition Partners",5000000000,371000000,"['Eight Roads Ventures', ' Greycroft', ' Ignition Partners']"
159,Moon Active,$5B,2020-01-26,Mobile & telecommunications,Tel Aviv,Israel,Asia,2011,$425M,"Insight Partners, Andalusian Capital Partners",5000000000,425000000,"['Insight Partners', ' Andalusian Capital Partners']"
160,OfBusiness,$5B,2021-07-31,E-commerce & direct-to-consumer,Gurgaon,India,Asia,2015,$734M,"Matrix Partners India, Falcon Edge Capital, SoftBank Group",5000000000,734000000,"['Matrix Partners India', ' Falcon Edge Capital', ' SoftBank Group']"
161,Ola Electric Mobility,$5B,2019-07-02,Auto & transportation,Bengaluru,India,Asia,2019,$761M,"SoftBank Group, Tiger Global Management, Matrix Partners India",5000000000,761000000,"['SoftBank Group', ' Tiger Global Management', ' Matrix Partners India']"
162,Pine Labs,$5B,2020-01-24,Fintech,Noida,India,Asia,1998,$903M,"Sequoia Capital India, Temasek, PayPal Ventures",5000000000,903000000,"['Sequoia Capital India', ' Temasek', ' PayPal Ventures']"
163,Qonto,$5B,2022-01-11,Fintech,Paris,France,Europe,2016,$704M,"Alven Capital, Valar Ventures, Tencent Holdings",5000000000,704000000,"['Alven Capital', ' Valar Ventures', ' Tencent Holdings']"
164,SambaNova Systems,$5B,2021-04-13,Data management & analytics,Palo Alto,United States,North America,2017,$1B,"Walden International, Google Ventures, Intel Capital",5000000000,1000000000,"['Walden International', ' Google Ventures', ' Intel Capital']"
165,United Imaging Healthcare,$5B,2017-09-15,Health,Shanghai,China,Asia,2011,$503M,"China Life Insurance, China Development Bank Capital, CITIC Securities International",5000000000,503000000,"['China Life Insurance', ' China Development Bank Capital', ' CITIC Securities International']"
166,WM Motor,$5B,2019-03-08,Auto & transportation,Shanghai,China,Asia,2015,$4B,"Baidu Capital, Linear Venture, Tencent",5000000000,4000000000,"['Baidu Capital', ' Linear Venture', ' Tencent']"
167,ZEPZ,$5B,2021-08-23,Fintech,London,United Kingdom,Europe,2010,$655M,"Accel, Technology Crossover Ventures, LeapFrog Investments",5000000000,655000000,"['Accel', ' Technology Crossover Ventures', ' LeapFrog Investments']"
168,Abogen,$4B,2021-11-29,Health,Suzhou,China,Asia,2019,$1B,"Hillhouse Capital Management, SoftBank Group, Qiming Venture Partners",4000000000,1000000000,"['Hillhouse Capital Management', ' SoftBank Group', ' Qiming Venture Partners']"
169,Greensill,$4B,2018-07-16,Fintech,London,United Kingdom,Europe,2011,$2B,"SoftBank Group, General Atlantic",4000000000,2000000000,"['SoftBank Group', ' General Atlantic']"
170,HyalRoute,$4B,2020-05-26,Mobile & telecommunications,Unknown,Singapore,Asia,2015,$263M,Kuang-Chi,4000000000,263000000,['Kuang-Chi']
171,Radiology Partners,$4B,2018-02-26,Health,El Segundo,United States,North America,2012,$1B,"New Enterprise Associates, Starr Investment Holdings",4000000000,1000000000,"['New Enterprise Associates', ' Starr Investment Holdings']"
172,Yello Mobile,$4B,2014-11-11,Mobile & telecommunications,Seoul,South Korea,Asia,2012,$216M,Formation 8,4000000000,216000000,['Formation 8']
173,Turing,$4B,2021-12-20,Internet software & services,Palo Alto,United States,North America,2018,$128M,"Foundation Capital, Frontier Ventures, AltaIR Capital",4000000000,128000000,"['Foundation Capital', ' Frontier Ventures', ' AltaIR Capital']"
174,Lenskart,$4B,2019-12-20,E-commerce & direct-to-consumer,Faridabad,India,Asia,2008,$776M,"Chiratae Ventures, PremjiInvest, Softbank",4000000000,776000000,"['Chiratae Ventures', ' PremjiInvest', ' Softbank']"
175,Kraken,$4B,2019-06-25,Fintech,San Francisco,United States,North America,2011,$119M,"Bnk To The Future, Trammell Ventures, SBI Investment",4000000000,119000000,"['Bnk To The Future', ' Trammell Ventures', ' SBI Investment']"
176,Horizon Robotics,$4B,2019-02-27,Artificial Intelligence,Beijing,China,Asia,2015,$2B,"Hillhouse Capital Management, Linear Venture, Morningside Venture Capital",4000000000,2000000000,"['Hillhouse Capital Management', ' Linear Venture', ' Morningside Venture Capital']"
177,MoonPay,$4B,2021-11-22,Fintech,Miami,United States,North America,2019,$555M,"New Enterprise Associates, Coatue Management, Tiger Global Management",4000000000,555000000,"['New Enterprise Associates', ' Coatue Management', ' Tiger Global Management']"
178,Celsius Network,$4B,2021-10-12,Fintech,Hoboken,United States,North America,2017,$864M,"WestCap Group, Caisse de depot et placement du Quebec",4000000000,864000000,"['WestCap Group', ' Caisse de depot et placement du Quebec']"
179,ChargeBee Technologies,$4B,2021-04-20,Fintech,Walnut,United States,North America,2011,$468M,"Insight Partners, Tiger Global Management, Accel",4000000000,468000000,"['Insight Partners', ' Tiger Global Management', ' Accel']"
180,Coalition,$4B,2021-03-17,Cybersecurity,San Francisco,United States,North America,2017,$505M,"Two Sigma Ventures, Flint Capital, Commerce Ventures",4000000000,505000000,"['Two Sigma Ventures', ' Flint Capital', ' Commerce Ventures']"
181,Commure,$4B,2021-09-16,Internet software & services,San Francisco,United States,North America,2017,$542M,"General Catalyst, HCA Healthcare",4000000000,542000000,"['General Catalyst', ' HCA Healthcare']"
182,Flock Safety,$4B,2021-07-13,Hardware,Atlanta,United States,North America,2017,$381M,"Matrix Partners, Initialized Capital, Tiger Global Management",4000000000,381000000,"['Matrix Partners', ' Initialized Capital', ' Tiger Global Management']"
183,Handshake,$4B,2021-05-12,Internet software & services,San Francisco,United States,North America,2014,$434M,"Kleiner Perkins Caufield & Byers, Lightspeed Venture Partners, True Ventures",4000000000,434000000,"['Kleiner Perkins Caufield & Byers', ' Lightspeed Venture Partners', ' True Ventures']"
184,Highspot,$4B,2021-02-22,Internet software & services,Seattle,United States,North America,2013,$643M,"Madrona Venture Group, Shasta Ventures, Salesforce Ventures",4000000000,643000000,"['Madrona Venture Group', ' Shasta Ventures', ' Salesforce Ventures']"
185,Indigo Ag,$4B,2017-09-26,Artificial Intelligence,Boston,United States,North America,2014,$1B,"Activant Capital Group, Alaska Permanent Fund, Baillie Gifford & Co.",4000000000,1000000000,"['Activant Capital Group', ' Alaska Permanent Fund', ' Baillie Gifford & Co.']"
186,Mirakl,$4B,2020-09-22,E-commerce & direct-to-consumer,Paris,France,Europe,2011,$948M,"Elaia Partners, 83North, Felix Capital",4000000000,948000000,"['Elaia Partners', ' 83North', ' Felix Capital']"
187,Rec Room,$4B,2021-03-23,Internet software & services,Seattle,United States,North America,2016,$294M,"First Round Capital, Sequoia Capital, Index Ventures",4000000000,294000000,"['First Round Capital', ' Sequoia Capital', ' Index Ventures']"
188,Tekion,$4B,2020-10-21,Internet software & services,San Ramon,United States,North America,2016,$435M,"Airbus Ventures, Index Ventures, Advent International",4000000000,435000000,"['Airbus Ventures', ' Index Ventures', ' Advent International']"
189,Otto Bock HealthCare,$4B,2017-06-24,Health,Duderstadt,Germany,Europe,1919,$0M,EQT Partners,4000000000,0,['EQT Partners']
190,Outreach,$4B,2019-04-16,Internet software & services,Seattle,United States,North America,2011,$489M,"Mayfield Fund, M12, Trinity Ventures",4000000000,489000000,"['Mayfield Fund', ' M12', ' Trinity Ventures']"
191,WeRide,$4B,2020-12-23,Auto & transportation,Guangzhou,China,Asia,2017,$1B,"Atop Capital, IDInvest Partners, Qiming Venture Partners",4000000000,1000000000,"['Atop Capital', ' IDInvest Partners', ' Qiming Venture Partners']"
192,Applied Intuition,$4B,2020-10-22,Data management & analytics,Sunnyvale,United States,North America,2017,$352M,"Andreessen Horowitz, Lux Capital, General Catalyst",4000000000,352000000,"['Andreessen Horowitz', ' Lux Capital', ' General Catalyst']"
193,Course Hero,$4B,2020-02-12,Edtech,Redwood City,United States,North America,2006,$477M,"NewView Capital, Maveron, Ridge Ventures",4000000000,477000000,"['NewView Capital', ' Maveron', ' Ridge Ventures']"
194,Relativity,$4B,2021-03-18,Internet software & services,Chicago,United States,North America,2001,$125M,"Silver Lake, ICONIQ Capital",4000000000,125000000,"['Silver Lake', ' ICONIQ Capital']"
195,Whoop,$4B,2020-10-28,E-commerce & direct-to-consumer,Boston,United States,North America,2012,$404M,"NextView Ventures, Promus Ventures, Two Sigma Ventures",4000000000,404000000,"['NextView Ventures', ' Promus Ventures', ' Two Sigma Ventures']"
196,Arctic Wolf Networks,$4B,2020-10-22,Cybersecurity,Eden Prairie,United States,North America,2012,$498M,"Lightspeed Venture Partners, Redpoint Ventures, Viking Global Investors",4000000000,498000000,"['Lightspeed Venture Partners', ' Redpoint Ventures', ' Viking Global Investors']"
197,GOAT,$4B,2020-09-23,E-commerce & direct-to-consumer,Culver City,United States,North America,2015,$493M,"Upfront Ventures, Webb Investment Network, D1 Capital Partners",4000000000,493000000,"['Upfront Ventures', ' Webb Investment Network', ' D1 Capital Partners']"
